dbms,casestudy,criterion,datagenerator,randomseed,testsuitefile,coverage,evaluations,tests,mutationpipeline,scorenumerator,scoredenominator,technique,transactions,testgenerationtime,mutantgenerationtime,originalresultstime,mutationanalysistime,timetaken
Postgres,parsedcasestudy.DellStore,ClauseAICC+AUCC+ANCC,concentroAVS,3,NA,100.0,317,177,AllOperatorsNoFKANormalisedWithClassifiers,156,156,mutantTiming,true,4060,1444,3711,600880,610110
Postgres,parsedcasestudy.Employee,ClauseAICC+AUCC+ANCC,concentroAVS,3,NA,100.0,147,35,AllOperatorsNoFKANormalisedWithClassifiers,42,45,mutantTiming,true,1021,166,798,29511,31511
Postgres,parsedcasestudy.Examination,ClauseAICC+AUCC+ANCC,concentroAVS,3,NA,100.0,303,103,AllOperatorsNoFKANormalisedWithClassifiers,110,114,mutantTiming,true,4299,518,3464,314386,322682
Postgres,parsedcasestudy.Flights,ClauseAICC+AUCC+ANCC,concentroAVS,3,NA,100.0,477,66,AllOperatorsNoFKANormalisedWithClassifiers,44,48,mutantTiming,true,2584,229,2052,87566,92451
Postgres,parsedcasestudy.FrenchTowns,ClauseAICC+AUCC+ANCC,concentroAVS,3,NA,100.0,741,53,AllOperatorsNoFKANormalisedWithClassifiers,95,106,mutantTiming,true,2926,522,2637,234899,240999
Postgres,parsedcasestudy.Inventory,ClauseAICC+AUCC+ANCC,concentroAVS,3,NA,100.0,23,16,AllOperatorsNoFKANormalisedWithClassifiers,19,21,mutantTiming,true,722,84,448,9977,11244
Postgres,parsedcasestudy.Iso3166,ClauseAICC+AUCC+ANCC,concentroAVS,3,NA,100.0,15,9,AllOperatorsNoFKANormalisedWithClassifiers,9,11,mutantTiming,true,446,68,230,2883,3640
Postgres,parsedcasestudy.IsoFlav_R2Repaired,ClauseAICC+AUCC+ANCC,concentroAVS,3,NA,100.0,278,177,AllOperatorsNoFKANormalisedWithClassifiers,219,219,mutantTiming,true,5171,1903,4754,1065713,1077555
Postgres,parsedcasestudy.JWhoisServer,ClauseAICC+AUCC+ANCC,concentroAVS,3,NA,100.0,286,152,AllOperatorsNoFKANormalisedWithClassifiers,177,190,mutantTiming,true,4040,2207,3558,696714,706533
Postgres,parsedcasestudy.MozillaExtensions,ClauseAICC+AUCC+ANCC,concentroAVS,3,NA,100.0,375,226,AllOperatorsNoFKANormalisedWithClassifiers,360,364,mutantTiming,true,6607,5557,5969,2218442,2236590
Postgres,parsedcasestudy.MozillaPermissions,ClauseAICC+AUCC+ANCC,concentroAVS,3,NA,100.0,51,32,AllOperatorsNoFKANormalisedWithClassifiers,29,31,mutantTiming,true,1038,121,886,24776,26833
Postgres,parsedcasestudy.NistDML181,ClauseAICC+AUCC+ANCC,concentroAVS,3,NA,100.0,79,37,AllOperatorsNoFKANormalisedWithClassifiers,18,20,mutantTiming,true,1631,105,1209,22710,25669
Postgres,parsedcasestudy.NistDML182,ClauseAICC+AUCC+ANCC,concentroAVS,3,NA,100.0,331,176,AllOperatorsNoFKANormalisedWithClassifiers,66,81,mutantTiming,true,5818,1535,5313,373371,386054
Postgres,parsedcasestudy.NistDML183,ClauseAICC+AUCC+ANCC,concentroAVS,3,NA,100.0,66,34,AllOperatorsNoFKANormalisedWithClassifiers,20,20,mutantTiming,true,1287,92,1131,20066,22589
Postgres,parsedcasestudy.NistWeather,ClauseAICC+AUCC+ANCC,concentroAVS,3,NA,100.0,415,52,AllOperatorsNoFKANormalisedWithClassifiers,31,35,mutantTiming,true,2015,168,1480,50157,53833
Postgres,parsedcasestudy.NistXTS748,ClauseAICC+AUCC+ANCC,concentroAVS,3,NA,100.0,37,16,AllOperatorsNoFKANormalisedWithClassifiers,17,19,mutantTiming,true,640,88,443,6785,7968
Postgres,parsedcasestudy.NistXTS749,ClauseAICC+AUCC+ANCC,concentroAVS,3,NA,100.0,87,37,AllOperatorsNoFKANormalisedWithClassifiers,21,26,mutantTiming,true,1520,120,1230,29444,32328
Postgres,parsedcasestudy.Person,ClauseAICC+AUCC+ANCC,concentroAVS,3,NA,100.0,91,19,AllOperatorsNoFKANormalisedWithClassifiers,21,23,mutantTiming,true,809,99,366,9253,10541
Postgres,parsedcasestudy.Products,ClauseAICC+AUCC+ANCC,concentroAVS,3,NA,97.87234042553192,101836,46,AllOperatorsNoFKANormalisedWithClassifiers,41,53,mutantTiming,true,4019,248,1834,76290,82405
Postgres,parsedcasestudy.RiskIt,ClauseAICC+AUCC+ANCC,concentroAVS,3,NA,100.0,999,245,AllOperatorsNoFKANormalisedWithClassifiers,187,209,mutantTiming,true,11937,4232,11296,1932211,1959692
Postgres,parsedcasestudy.StackOverflow,ClauseAICC+AUCC+ANCC,concentroAVS,3,NA,100.0,275,171,AllOperatorsNoFKANormalisedWithClassifiers,129,129,mutantTiming,true,4248,670,4464,529304,538701
Postgres,parsedcasestudy.StudentResidence,ClauseAICC+AUCC+ANCC,concentroAVS,3,NA,100.0,130,30,AllOperatorsNoFKANormalisedWithClassifiers,34,40,mutantTiming,true,1294,153,1020,30767,33246
Postgres,parsedcasestudy.UnixUsage,ClauseAICC+AUCC+ANCC,concentroAVS,3,NA,100.0,398,147,AllOperatorsNoFKANormalisedWithClassifiers,86,100,mutantTiming,true,10537,931,10262,705524,727271
Postgres,parsedcasestudy.Usda,ClauseAICC+AUCC+ANCC,concentroAVS,3,NA,100.0,419,247,AllOperatorsNoFKANormalisedWithClassifiers,201,201,mutantTiming,true,6193,2404,5402,1139195,1153208
Postgres,parsedcasestudy.WordNet,ClauseAICC+AUCC+ANCC,concentroAVS,3,NA,100.0,240,127,AllOperatorsNoFKANormalisedWithClassifiers,87,107,mutantTiming,true,3500,657,3342,358888,366402
Postgres,parsedcasestudy.ArtistSimilarity,ClauseAICC+AUCC+ANCC,concentroAVS,4,NA,100.0,56,18,AllOperatorsNoFKANormalisedWithClassifiers,10,12,mutantTiming,true,970,75,756,8832,10646
Postgres,parsedcasestudy.ArtistTerm,ClauseAICC+AUCC+ANCC,concentroAVS,4,NA,100.0,107,40,AllOperatorsNoFKANormalisedWithClassifiers,20,26,mutantTiming,true,2524,110,2706,49486,54839
Postgres,parsedcasestudy.BankAccount,ClauseAICC+AUCC+ANCC,concentroAVS,4,NA,100.0,93,31,AllOperatorsNoFKANormalisedWithClassifiers,25,30,mutantTiming,true,1445,135,1261,30890,33745
Postgres,parsedcasestudy.BookTown,ClauseAICC+AUCC+ANCC,concentroAVS,4,NA,99.25373134328358,200454,266,AllOperatorsNoFKANormalisedWithClassifiers,209,235,mutantTiming,true,10681,4107,8035,1663288,1686126
Postgres,parsedcasestudy.BrowserCookies,ClauseAICC+AUCC+ANCC,concentroAVS,4,NA,100.0,189,72,AllOperatorsNoFKANormalisedWithClassifiers,78,85,mutantTiming,true,3154,426,2881,205909,212386
Postgres,parsedcasestudy.Cloc,ClauseAICC+AUCC+ANCC,concentroAVS,4,NA,100.0,62,40,AllOperatorsNoFKANormalisedWithClassifiers,30,30,mutantTiming,true,1135,106,876,29149,31278
Postgres,parsedcasestudy.CoffeeOrders,ClauseAICC+AUCC+ANCC,concentroAVS,4,NA,100.0,195,77,AllOperatorsNoFKANormalisedWithClassifiers,51,61,mutantTiming,true,4328,331,4059,183246,191978
Postgres,parsedcasestudy.CustomerOrder,ClauseAICC+AUCC+ANCC,concentroAVS,4,NA,100.0,617,120,AllOperatorsNoFKANormalisedWithClassifiers,80,96,mutantTiming,true,8383,852,7856,517846,534953
Postgres,parsedcasestudy.DellStore,ClauseAICC+AUCC+ANCC,concentroAVS,4,NA,100.0,322,177,AllOperatorsNoFKANormalisedWithClassifiers,156,156,mutantTiming,true,4345,1492,4739,596515,607107
Postgres,parsedcasestudy.Employee,ClauseAICC+AUCC+ANCC,concentroAVS,4,NA,100.0,106,35,AllOperatorsNoFKANormalisedWithClassifiers,42,45,mutantTiming,true,1893,156,835,28555,31449
Postgres,parsedcasestudy.Examination,ClauseAICC+AUCC+ANCC,concentroAVS,4,NA,100.0,246,103,AllOperatorsNoFKANormalisedWithClassifiers,109,114,mutantTiming,true,4139,584,3514,313049,321300
Postgres,parsedcasestudy.Flights,ClauseAICC+AUCC+ANCC,concentroAVS,4,NA,100.0,427,66,AllOperatorsNoFKANormalisedWithClassifiers,44,48,mutantTiming,true,2564,213,2202,90984,95977
Postgres,parsedcasestudy.FrenchTowns,ClauseAICC+AUCC+ANCC,concentroAVS,4,NA,100.0,613,53,AllOperatorsNoFKANormalisedWithClassifiers,95,106,mutantTiming,true,2983,401,2573,236062,242032
Postgres,parsedcasestudy.Inventory,ClauseAICC+AUCC+ANCC,concentroAVS,4,NA,100.0,26,16,AllOperatorsNoFKANormalisedWithClassifiers,19,21,mutantTiming,true,709,79,444,9803,11048
Postgres,parsedcasestudy.Iso3166,ClauseAICC+AUCC+ANCC,concentroAVS,4,NA,100.0,16,9,AllOperatorsNoFKANormalisedWithClassifiers,9,11,mutantTiming,true,437,66,232,2867,3614
Postgres,parsedcasestudy.IsoFlav_R2Repaired,ClauseAICC+AUCC+ANCC,concentroAVS,4,NA,100.0,284,177,AllOperatorsNoFKANormalisedWithClassifiers,219,219,mutantTiming,true,4928,1871,4669,1066083,1077563
Postgres,parsedcasestudy.JWhoisServer,ClauseAICC+AUCC+ANCC,concentroAVS,4,NA,100.0,291,152,AllOperatorsNoFKANormalisedWithClassifiers,178,190,mutantTiming,true,3915,2129,3813,692137,702008
Postgres,parsedcasestudy.MozillaExtensions,ClauseAICC+AUCC+ANCC,concentroAVS,4,NA,100.0,368,226,AllOperatorsNoFKANormalisedWithClassifiers,360,364,mutantTiming,true,6447,5770,5836,2217164,2235233
Postgres,parsedcasestudy.MozillaPermissions,ClauseAICC+AUCC+ANCC,concentroAVS,4,NA,100.0,52,32,AllOperatorsNoFKANormalisedWithClassifiers,29,31,mutantTiming,true,1042,106,893,25934,27988
Postgres,parsedcasestudy.NistDML181,ClauseAICC+AUCC+ANCC,concentroAVS,4,NA,100.0,73,37,AllOperatorsNoFKANormalisedWithClassifiers,18,20,mutantTiming,true,1480,102,1420,23302,26319
