dbms,casestudy,criterion,datagenerator,randomseed,testsuitefile,coverage,evaluations,tests,mutationpipeline,scorenumerator,scoredenominator,technique,transactions,testgenerationtime,mutantgenerationtime,originalresultstime,mutationanalysistime,timetaken,failedtestsgenerationtime
SQLite,parsedcasestudy.BrowserCookies,ClauseAICC+AUCC+ANCC,avs,23,NA,98.59154929577466,128886,70,AllOperatorsNoFKANormalisedWithClassifiers,109,114,mutantTiming,true,15460,434,24,2369,18297,10959
SQLite,parsedcasestudy.Flights,ClauseAICC+AUCC+ANCC,avs,23,NA,96.7741935483871,231206,60,AllOperatorsNoFKANormalisedWithClassifiers,82,84,mutantTiming,true,23014,353,25,1474,24876,19622
SQLite,parsedcasestudy.BrowserCookies,ClauseAICC+AUCC+ANCC,avs,24,NA,100.0,132079,71,AllOperatorsNoFKANormalisedWithClassifiers,110,114,mutantTiming,true,14623,418,24,2430,17505,0
SQLite,parsedcasestudy.Flights,ClauseAICC+AUCC+ANCC,avs,24,NA,96.7741935483871,231933,60,AllOperatorsNoFKANormalisedWithClassifiers,82,84,mutantTiming,true,22250,332,28,1447,24067,18889
SQLite,parsedcasestudy.BrowserCookies,ClauseAICC+AUCC+ANCC,avs,25,NA,98.59154929577466,166023,70,AllOperatorsNoFKANormalisedWithClassifiers,110,114,mutantTiming,true,19271,455,24,2068,21827,10717
SQLite,parsedcasestudy.Flights,ClauseAICC+AUCC+ANCC,avs,25,NA,96.7741935483871,283575,60,AllOperatorsNoFKANormalisedWithClassifiers,82,84,mutantTiming,true,27697,312,27,1441,29487,19535
SQLite,parsedcasestudy.BrowserCookies,ClauseAICC+AUCC+ANCC,avs,26,NA,98.59154929577466,169096,70,AllOperatorsNoFKANormalisedWithClassifiers,110,114,mutantTiming,true,19511,457,54,2114,22146,11377
SQLite,parsedcasestudy.Flights,ClauseAICC+AUCC+ANCC,avs,26,NA,96.7741935483871,307456,60,AllOperatorsNoFKANormalisedWithClassifiers,84,84,mutantTiming,true,30995,396,25,1444,32871,20338
SQLite,parsedcasestudy.BrowserCookies,ClauseAICC+AUCC+ANCC,avs,27,NA,98.59154929577466,181406,70,AllOperatorsNoFKANormalisedWithClassifiers,110,114,mutantTiming,true,20945,472,26,2262,23717,11576
SQLite,parsedcasestudy.Flights,ClauseAICC+AUCC+ANCC,avs,27,NA,96.7741935483871,232716,60,AllOperatorsNoFKANormalisedWithClassifiers,82,84,mutantTiming,true,23124,430,41,1451,25058,19479
SQLite,parsedcasestudy.BrowserCookies,ClauseAICC+AUCC+ANCC,avs,28,NA,100.0,55525,71,AllOperatorsNoFKANormalisedWithClassifiers,111,114,mutantTiming,true,7173,481,30,2191,9885,0
SQLite,parsedcasestudy.Flights,ClauseAICC+AUCC+ANCC,avs,28,NA,96.7741935483871,260771,60,AllOperatorsNoFKANormalisedWithClassifiers,82,84,mutantTiming,true,25671,362,25,1445,27513,19262
SQLite,parsedcasestudy.BrowserCookies,ClauseAICC+AUCC+ANCC,avs,29,NA,98.59154929577466,129543,70,AllOperatorsNoFKANormalisedWithClassifiers,110,114,mutantTiming,true,16034,463,27,2089,18623,11280
SQLite,parsedcasestudy.Flights,ClauseAICC+AUCC+ANCC,avs,29,NA,96.7741935483871,277718,60,AllOperatorsNoFKANormalisedWithClassifiers,82,84,mutantTiming,true,27627,333,36,1444,29451,19772
SQLite,parsedcasestudy.BrowserCookies,ClauseAICC+AUCC+ANCC,avs,30,NA,98.59154929577466,126223,70,AllOperatorsNoFKANormalisedWithClassifiers,110,114,mutantTiming,true,15042,461,24,2077,17615,10728
SQLite,parsedcasestudy.Flights,ClauseAICC+AUCC+ANCC,avs,30,NA,96.7741935483871,217282,60,AllOperatorsNoFKANormalisedWithClassifiers,82,84,mutantTiming,true,21485,339,29,1453,23333,19390
