dbms,casestudy,criterion,datagenerator,randomseed,testsuitefile,coverage,evaluations,tests,mutationpipeline,scorenumerator,scoredenominator,technique,transactions,testgenerationtime,mutantgenerationtime,originalresultstime,mutationanalysistime,timetaken,failedtestsgenerationtime
SQLite,parsedcasestudy.Products,ClauseAICC+AUCC+ANCC,avsDefaults,20,NA,98.11320754716981,103223,52,AllOperatorsNoFKANormalisedWithClassifiers,59,67,mutantTiming,true,5828,244,22,995,7100,4728
SQLite,parsedcasestudy.BookTown,ClauseAICC+AUCC+ANCC,avsDefaults,21,NA,99.2619926199262,201168,269,AllOperatorsNoFKANormalisedWithClassifiers,194,235,mutantTiming,true,4678,4234,170,35446,44539,4011
SQLite,parsedcasestudy.Products,ClauseAICC+AUCC+ANCC,avsDefaults,21,NA,98.11320754716981,104566,52,AllOperatorsNoFKANormalisedWithClassifiers,59,67,mutantTiming,true,5625,237,24,980,6877,4052
SQLite,parsedcasestudy.BookTown,ClauseAICC+AUCC+ANCC,avsDefaults,22,NA,99.2619926199262,201168,269,AllOperatorsNoFKANormalisedWithClassifiers,194,235,mutantTiming,true,4755,4057,169,34156,43148,4142
SQLite,parsedcasestudy.Products,ClauseAICC+AUCC+ANCC,avsDefaults,22,NA,98.11320754716981,106520,52,AllOperatorsNoFKANormalisedWithClassifiers,59,67,mutantTiming,true,5606,249,30,974,6870,3850
SQLite,parsedcasestudy.BookTown,ClauseAICC+AUCC+ANCC,avsDefaults,23,NA,99.2619926199262,201168,269,AllOperatorsNoFKANormalisedWithClassifiers,194,235,mutantTiming,true,4862,3977,169,35453,44472,4239
SQLite,parsedcasestudy.Products,ClauseAICC+AUCC+ANCC,avsDefaults,23,NA,98.11320754716981,102941,52,AllOperatorsNoFKANormalisedWithClassifiers,58,67,mutantTiming,true,5313,236,24,987,6573,4327
SQLite,parsedcasestudy.BookTown,ClauseAICC+AUCC+ANCC,avsDefaults,24,NA,99.2619926199262,201168,269,AllOperatorsNoFKANormalisedWithClassifiers,194,235,mutantTiming,true,4943,4023,166,34873,44015,4296
SQLite,parsedcasestudy.Products,ClauseAICC+AUCC+ANCC,avsDefaults,24,NA,98.11320754716981,105148,52,AllOperatorsNoFKANormalisedWithClassifiers,59,67,mutantTiming,true,5043,279,23,1010,6367,3751
SQLite,parsedcasestudy.BookTown,ClauseAICC+AUCC+ANCC,avsDefaults,25,NA,99.2619926199262,201168,269,AllOperatorsNoFKANormalisedWithClassifiers,194,235,mutantTiming,true,4750,4086,218,36821,45886,4104
SQLite,parsedcasestudy.Products,ClauseAICC+AUCC+ANCC,avsDefaults,25,NA,98.11320754716981,103163,52,AllOperatorsNoFKANormalisedWithClassifiers,59,67,mutantTiming,true,4928,235,24,994,6193,3917
