dbms,casestudy,criterion,datagenerator,randomseed,testsuitefile,coverage,evaluations,tests,mutationpipeline,scorenumerator,scoredenominator,technique,transactions,testgenerationtime,mutantgenerationtime,originalresultstime,mutationanalysistime,timetaken,failedtestsgenerationtime
HyperSQL,parsedcasestudy.Products,ClauseAICC+AUCC+ANCC,avs,20,NA,97.87234042553192,103546,46,AllOperatorsNoFKANormalisedWithClassifiers,39,51,mutantTiming,true,5065,248,61,897,6283,3646
HyperSQL,parsedcasestudy.BookTown,ClauseAICC+AUCC+ANCC,avs,21,NA,99.25373134328358,204362,266,AllOperatorsNoFKANormalisedWithClassifiers,210,224,mutantTiming,true,5344,4048,272,21832,31508,3935
HyperSQL,parsedcasestudy.Products,ClauseAICC+AUCC+ANCC,avs,21,NA,97.87234042553192,106328,46,AllOperatorsNoFKANormalisedWithClassifiers,41,51,mutantTiming,true,5112,247,65,888,6324,3201
HyperSQL,parsedcasestudy.BookTown,ClauseAICC+AUCC+ANCC,avs,22,NA,99.25373134328358,204629,266,AllOperatorsNoFKANormalisedWithClassifiers,210,224,mutantTiming,true,4725,4412,271,21646,31066,3318
HyperSQL,parsedcasestudy.Products,ClauseAICC+AUCC+ANCC,avs,22,NA,97.87234042553192,106119,46,AllOperatorsNoFKANormalisedWithClassifiers,41,51,mutantTiming,true,5713,227,78,1014,7045,3581
HyperSQL,parsedcasestudy.BookTown,ClauseAICC+AUCC+ANCC,avs,23,NA,99.25373134328358,204530,266,AllOperatorsNoFKANormalisedWithClassifiers,210,224,mutantTiming,true,4574,4099,263,20740,29687,3248
HyperSQL,parsedcasestudy.Products,ClauseAICC+AUCC+ANCC,avs,23,NA,97.87234042553192,107283,46,AllOperatorsNoFKANormalisedWithClassifiers,41,51,mutantTiming,true,5923,262,62,995,7253,3629
HyperSQL,parsedcasestudy.BookTown,ClauseAICC+AUCC+ANCC,avs,24,NA,99.25373134328358,204031,266,AllOperatorsNoFKANormalisedWithClassifiers,210,224,mutantTiming,true,4644,4117,271,21518,30562,3280
HyperSQL,parsedcasestudy.Products,ClauseAICC+AUCC+ANCC,avs,24,NA,97.87234042553192,104756,46,AllOperatorsNoFKANormalisedWithClassifiers,41,51,mutantTiming,true,5353,259,53,925,6601,3722
HyperSQL,parsedcasestudy.BookTown,ClauseAICC+AUCC+ANCC,avs,25,NA,99.25373134328358,204543,266,AllOperatorsNoFKANormalisedWithClassifiers,209,224,mutantTiming,true,4670,3988,272,21377,30320,3256
HyperSQL,parsedcasestudy.Products,ClauseAICC+AUCC+ANCC,avs,25,NA,97.87234042553192,103598,46,AllOperatorsNoFKANormalisedWithClassifiers,41,51,mutantTiming,true,4892,214,59,968,6144,3560
HyperSQL,parsedcasestudy.BookTown,ClauseAICC+AUCC+ANCC,avs,26,NA,99.25373134328358,204159,266,AllOperatorsNoFKANormalisedWithClassifiers,210,224,mutantTiming,true,4534,4110,271,21916,30843,3189
HyperSQL,parsedcasestudy.Products,ClauseAICC+AUCC+ANCC,avs,26,NA,97.87234042553192,106307,46,AllOperatorsNoFKANormalisedWithClassifiers,41,51,mutantTiming,true,5353,230,69,905,6571,3428
HyperSQL,parsedcasestudy.BookTown,ClauseAICC+AUCC+ANCC,avs,27,NA,99.25373134328358,204825,266,AllOperatorsNoFKANormalisedWithClassifiers,209,224,mutantTiming,true,4662,3837,253,21063,29826,3291
HyperSQL,parsedcasestudy.Products,ClauseAICC+AUCC+ANCC,avs,27,NA,97.87234042553192,104355,46,AllOperatorsNoFKANormalisedWithClassifiers,41,51,mutantTiming,true,5143,210,49,1020,6433,3665
HyperSQL,parsedcasestudy.BookTown,ClauseAICC+AUCC+ANCC,avs,28,NA,99.25373134328358,204161,266,AllOperatorsNoFKANormalisedWithClassifiers,210,224,mutantTiming,true,4575,4070,262,22367,31286,3154
HyperSQL,parsedcasestudy.Products,ClauseAICC+AUCC+ANCC,avs,28,NA,97.87234042553192,104391,46,AllOperatorsNoFKANormalisedWithClassifiers,41,51,mutantTiming,true,5180,219,60,911,6381,3584
HyperSQL,parsedcasestudy.BookTown,ClauseAICC+AUCC+ANCC,avs,29,NA,99.25373134328358,204500,266,AllOperatorsNoFKANormalisedWithClassifiers,209,224,mutantTiming,true,4707,3998,256,21410,30382,3321
HyperSQL,parsedcasestudy.Products,ClauseAICC+AUCC+ANCC,avs,29,NA,97.87234042553192,105187,46,AllOperatorsNoFKANormalisedWithClassifiers,41,51,mutantTiming,true,5285,210,64,963,6533,3598
HyperSQL,parsedcasestudy.BookTown,ClauseAICC+AUCC+ANCC,avs,30,NA,99.25373134328358,205004,266,AllOperatorsNoFKANormalisedWithClassifiers,210,224,mutantTiming,true,4593,4011,281,21303,30200,3118
HyperSQL,parsedcasestudy.Products,ClauseAICC+AUCC+ANCC,avs,30,NA,97.87234042553192,104918,46,AllOperatorsNoFKANormalisedWithClassifiers,41,51,mutantTiming,true,5494,220,77,1019,6823,3883
